Ride ID,Request Time,Pickup Location,latitude,longitude,Dropoff Location,,,Ride Distance (in miles),Fare Amount (in $),Payment Method,Driver ID,Vehicle Type,Traffic Condition,Peak Hours,Day of Week,Public Holiday,User Rating
272,7/7/24 9:57,"8.361342,68.125945",8.361342,68.125945,"-64.597833,-153.245926",-64.597833,-153.245926,5648.12635538425,584.81,Apple Pay,OQ1478,Sedan,High,Yes,Wednesday,Yes,2
273,10/5/22 10:52,"-1.775719,124.143792",-1.775719,124.143792,"-67.977397,-94.330817",-67.977397,-94.330817,8422.55973228928,862.26,Visa,TO0592,Sedan,High,Yes,Saturday,Yes,3
274,9/26/22 1:18,"71.724875,38.545859",71.724875,38.545859,"-72.802775,-126.340133",-72.802775,-126.340133,2935.54843667451,313.55,Apple Pay,KN0836,Sedan,Medium,No,Saturday,Yes,3
275,7/8/23 12:22,"54.514647,-24.791644",54.514647,-24.791644,"18.007865,59.099936",18.007865,59.099936,5998.01082182408,619.80,PayPal,WE0300,Motorcycle,High,No,Saturday,No,2
276,2/19/22 10:49,"-60.440194,123.028745",-60.440194,123.028745,"-31.999014,-0.063958",-31.999014,-0.063958,11278.7886759172,1147.88,Cash,YT4316,Sedan,Low,No,Wednesday,Yes,1
277,3/26/22 17:12,"88.959084,-33.11915",88.959084,-33.11915,"41.536735,8.110564",41.536735,8.110564,8447.08069923359,864.71,PayPal,EE2563,Bus,Medium,Yes,Thursday,No,3
278,9/21/22 16:59,"-51.938959,-17.817221",-51.938959,-17.817221,"63.227183,27.168908",63.227183,27.168908,3062.66813114397,326.27,Apple Pay,VE5192,Bus,High,Yes,Monday,Yes,3
279,4/11/22 19:40,"22.499838,97.346722",22.499838,97.346722,"-46.622443,175.210852",-46.622443,175.210852,4292.59954840436,449.26,Visa,MD5313,Motorcycle,Low,No,Saturday,No,3
280,8/26/23 3:40,"23.839788,-167.199124",23.839788,-167.199124,"47.205948,49.550557",47.205948,49.550557,11659.5155482445,1185.95,Debit Card,DA3178,Bus,High,Yes,Monday,No,2
281,3/15/22 16:10,"89.776773,-157.793938",89.776773,-157.793938,"18.621031,-167.395394",18.621031,-167.395394,7737.82829508245,793.78,Visa,UL0040,Sedan,Low,Yes,Wednesday,Yes,5
282,5/14/23 18:38,"-85.371408,49.83903",-85.371408,49.83903,"27.297816,140.038391",27.297816,140.038391,9772.56195460168,997.26,Visa,PC1584,Bus,Medium,No,Thursday,Yes,5
283,9/12/23 2:26,"-81.981916,109.338012",-81.981916,109.338012,"16.181723,164.705445",16.181723,164.705445,10606.7443143168,1080.67,Visa,QJ4951,Sedan,High,Yes,Wednesday,Yes,5
284,2/27/22 10:35,"6.961111,166.93511",6.961111,166.93511,"46.490687,-110.161215",46.490687,-110.161215,1642.62897338755,184.26,PayPal,WP4982,Motorcycle,Low,Yes,Friday,No,1
285,1/1/22 12:40,"27.52992,150.068385",27.52992,150.068385,"14.397397,70.232524",14.397397,70.232524,7019.75639501311,721.98,Cash,LX2064,Sedan,Medium,Yes,Monday,Yes,2
286,1/27/23 11:57,"-2.763664,93.137482",-2.763664,93.137482,"15.786575,56.422139",15.786575,56.422139,6574.10504601588,677.41,Cash,SF5876,Motorcycle,Medium,Yes,Wednesday,No,3
287,6/3/23 0:34,"-42.859623,173.416847",-42.859623,173.416847,"42.847894,110.144171",42.847894,110.144171,7672.67535094533,787.27,PayPal,QX2541,SUV,Low,Yes,Tuesday,No,3
288,2/15/23 21:10,"53.345104,-35.094333",53.345104,-35.094333,"89.197475,82.417253",89.197475,82.417253,6124.48052404309,632.45,PayPal,BN3530,Sedan,Medium,Yes,Monday,No,5
289,7/23/22 17:47,"28.191509,15.276498",28.191509,15.276498,"44.205686,131.311569",44.205686,131.311569,5552.90905378476,575.29,Visa,WF7242,Bus,Medium,Yes,Sunday,No,3
290,3/28/24 19:17,"19.035765,-5.993673",19.035765,-5.993673,"55.066545,-41.575842",55.066545,-41.575842,6786.09015305421,698.61,Cash,DN4758,Sedan,High,Yes,Sunday,No,3
291,12/1/23 5:30,"32.526311,-105.450974",32.526311,-105.450974,"-56.53978,131.157182",-56.53978,131.157182,7407.03166085423,760.70,Visa,WL8080,SUV,Medium,Yes,Wednesday,No,1
292,1/26/22 19:06,"-1.231175,156.049646",-1.231175,156.049646,"31.41678,-69.576288",31.41678,-69.576288,5560.50424923723,576.05,Debit Card,DP8750,Motorcycle,Low,No,Monday,Yes,1
293,1/18/24 8:01,"-38.502939,-18.741483",-38.502939,-18.741483,"27.52321,-123.681141",27.52321,-123.681141,8064.12034450979,826.41,PayPal,GL0068,Sedan,Low,No,Wednesday,No,3
294,10/9/22 22:15,"-71.635855,61.836703",-71.635855,61.836703,"-19.545294,16.429786",-19.545294,16.429786,9380.37517562467,958.04,PayPal,CF3763,Motorcycle,High,No,Monday,No,1
295,6/19/23 16:24,"-88.945638,151.167844",-88.945638,151.167844,"85.160557,116.076422",85.160557,116.076422,8273.41878878842,847.34,Debit Card,OA3106,Sedan,Low,Yes,Tuesday,Yes,4
296,2/2/24 1:51,"-40.761519,33.706529",-40.761519,33.706529,"15.035583,-53.65536",15.035583,-53.65536,6748.28580672058,694.83,Cash,FG1010,Bus,High,Yes,Saturday,No,1
297,11/18/24 23:05,"-68.991861,18.22127",-68.991861,18.22127,"-31.607228,-126.755227",-31.607228,-126.755227,7518.62080312152,771.86,Cash,GE6127,Motorcycle,Medium,No,Sunday,Yes,5
298,4/27/23 2:46,"77.951469,-76.236422",77.951469,-76.236422,"41.485099,-135.660624",41.485099,-135.660624,12311.1721859367,1251.12,Debit Card,HS2977,Bus,High,No,Friday,No,2
299,12/18/23 18:41,"59.725773,144.74463",59.725773,144.74463,"69.126465,87.503804",69.126465,87.503804,5791.08026662836,599.11,Apple Pay,OM8158,Sedan,Low,No,Saturday,Yes,4
300,4/29/22 5:13,"75.186369,52.619665",75.186369,52.619665,"-2.433189,116.808653",-2.433189,116.808653,3190.97321137516,339.10,PayPal,HW3829,Bus,Medium,No,Saturday,No,2
301,3/27/22 4:05,"-36.230701,44.120725",-36.230701,44.120725,"62.429412,31.628457",62.429412,31.628457,5878.17486650095,607.82,Debit Card,IX8015,Motorcycle,High,Yes,Saturday,Yes,3
302,11/23/22 12:57,"-54.270874,-82.366281",-54.270874,-82.366281,"71.94623,22.87055",71.94623,22.87055,2155.51826377491,235.55,PayPal,GV6027,Bus,Medium,No,Tuesday,No,3
303,12/18/23 10:48,"82.040735,-64.006294",82.040735,-64.006294,"-56.374229,-166.330368",-56.374229,-166.330368,10753.6204073728,1095.36,Debit Card,TU6168,SUV,Medium,Yes,Tuesday,Yes,2
304,7/12/22 10:33,"-59.226629,-118.548446",-59.226629,-118.548446,"6.328328,117.426226",6.328328,117.426226,2250.41434286077,245.04,Cash,HL5409,Motorcycle,Low,No,Monday,Yes,3
305,7/22/24 21:31,"9.859482,131.840296",9.859482,131.840296,"-55.036742,10.786324",-55.036742,10.786324,6781.23796942124,698.12,Apple Pay,LN6513,Bus,Medium,No,Friday,Yes,3
306,1/23/23 0:05,"-30.946391,147.519193",-30.946391,147.519193,"6.25787,23.990086",6.25787,23.990086,11391.0982648008,1159.11,Visa,HH8529,Sedan,Low,No,Tuesday,Yes,4
307,6/22/24 9:25,"46.460926,-103.244316",46.460926,-103.244316,"-19.539537,-143.616222",-19.539537,-143.616222,8852.2164641993,905.22,Cash,AO6139,SUV,Medium,No,Friday,No,4
308,10/3/22 15:22,"37.606583,-113.779773",37.606583,-113.779773,"54.945573,59.29726",54.945573,59.29726,10452.8318878894,1065.28,PayPal,EJ7947,SUV,High,Yes,Sunday,No,4
309,11/28/23 9:51,"86.072052,-5.359315",86.072052,-5.359315,"3.641723,20.687087",3.641723,20.687087,6329.551721907,652.96,Visa,TQ6656,SUV,Medium,No,Thursday,No,2
310,4/17/24 17:49,"-17.50216,-155.569059",-17.50216,-155.569059,"87.52213,57.875945",87.52213,57.875945,8918.38057900049,911.84,Cash,ZM5365,Motorcycle,Medium,Yes,Friday,Yes,4
311,1/24/23 23:24,"-8.354923,75.625648",-8.354923,75.625648,"18.083962,-132.429724",18.083962,-132.429724,7653.70819227076,785.37,Cash,GO0370,SUV,Medium,Yes,Monday,No,5
312,8/25/24 21:50,"62.08575,6.792934",62.08575,6.792934,"-79.79263,28.012276",-79.79263,28.012276,6367.77537165387,656.78,Cash,UG1909,Motorcycle,Low,Yes,Monday,No,2
313,6/4/24 15:13,"77.982175,163.907943",77.982175,163.907943,"9.545949,147.178898",9.545949,147.178898,4507.49331564324,470.75,Visa,LR4811,Motorcycle,Medium,No,Saturday,Yes,4
314,4/12/23 11:36,"39.649141,-5.589131",39.649141,-5.589131,"-0.514554,-49.106343",-0.514554,-49.106343,4394.30318234886,459.43,Apple Pay,UC1566,Sedan,Medium,No,Saturday,No,1
315,3/25/23 11:14,"34.702687,170.1807",34.702687,170.1807,"-82.730371,115.239381",-82.730371,115.239381,2060.02540896461,226.00,Apple Pay,BV2890,Sedan,Medium,No,Saturday,No,1
316,2/19/24 20:53,"11.54259,170.974706",11.54259,170.974706,"87.875373,-80.278124",87.875373,-80.278124,823.868172610741,102.39,Debit Card,PI3029,Sedan,Low,No,Saturday,No,5
317,11/8/24 22:31,"90.466469,-52.070495",90.466469,-52.070495,"-16.336427,-138.221105",-16.336427,-138.221105,9799.5822873527,999.96,Apple Pay,MP6407,Sedan,Medium,No,Thursday,No,1
318,7/22/23 7:48,"53.086476,38.215203",53.086476,38.215203,"-25.226991,-52.060349",-25.226991,-52.060349,1637.31509509648,183.73,PayPal,BY1977,SUV,High,Yes,Sunday,Yes,1
319,4/22/22 16:48,"88.996889,45.66176",88.996889,45.66176,"5.794159,122.646591",5.794159,122.646591,3095.46236512377,329.55,PayPal,UJ5721,Sedan,Low,No,Thursday,No,2
320,5/26/23 10:37,"-2.322192,-93.951882",-2.322192,-93.951882,"75.591669,-43.175628",75.591669,-43.175628,5927.28513414023,612.73,Debit Card,KK7540,Motorcycle,Medium,No,Wednesday,Yes,3
321,11/27/23 23:33,"-19.792727,69.374059",-19.792727,69.374059,"73.299741,-43.87546",73.299741,-43.87546,8148.23163422069,834.82,Debit Card,FN3564,Sedan,Medium,Yes,Saturday,No,3
322,4/24/24 5:20,"-65.814786,-102.569276",-65.814786,-102.569276,"21.717644,142.599531",21.717644,142.599531,1422.68146467376,162.27,PayPal,UD9671,SUV,Medium,No,Tuesday,No,2
323,8/28/24 4:20,"-80.932113,-28.647852",-80.932113,-28.647852,"54.666466,18.200498",54.666466,18.200498,3746.52030348693,394.65,PayPal,LS7629,Sedan,High,Yes,Tuesday,Yes,3
324,3/23/23 17:08,"84.576554,100.038283",84.576554,100.038283,"85.621003,-33.836269",85.621003,-33.836269,603.986295213167,80.40,Visa,QG2354,Motorcycle,Low,No,Thursday,Yes,1
325,4/28/23 4:48,"-29.884911,-39.351074",-29.884911,-39.351074,"89.345686,-39.422416",89.345686,-39.422416,6630.80610377176,683.08,PayPal,FK2131,SUV,Low,No,Friday,No,3
326,1/5/23 0:20,"62.199708,-110.022723",62.199708,-110.022723,"79.075871,-148.744649",79.075871,-148.744649,9423.28099395873,962.33,Apple Pay,OD7451,SUV,High,Yes,Friday,No,4
327,11/28/23 21:29,"58.328531,144.226313",58.328531,144.226313,"13.521195,-167.984308",13.521195,-167.984308,1560.0023169013,176.00,Apple Pay,YI3803,Bus,Medium,Yes,Thursday,No,3
328,3/20/24 6:23,"8.038781,-147.359721",8.038781,-147.359721,"-28.158253,61.400882",-28.158253,61.400882,6543.15773812853,674.32,PayPal,QQ0968,SUV,Medium,Yes,Thursday,No,2
329,12/5/24 2:09,"5.129307,-61.013109",5.129307,-61.013109,"77.058112,64.076062",77.058112,64.076062,4623.5289920888,482.35,Apple Pay,RU7640,Motorcycle,Low,No,Saturday,Yes,4
330,10/27/22 8:19,"-6.595943,144.454635",-6.595943,144.454635,"64.784031,-98.072699",64.784031,-98.072699,3117.92244379728,331.79,Apple Pay,PY3067,Sedan,Low,No,Thursday,No,4
331,3/8/23 22:54,"59.311313,148.676668",59.311313,148.676668,"79.834035,98.821896",79.834035,98.821896,6080.98389752809,628.10,Debit Card,XE1513,SUV,Medium,No,Monday,No,3
332,8/19/22 7:37,"13.532087,-121.517634",13.532087,-121.517634,"32.943395,28.863666",32.943395,28.863666,9324.39914348524,952.44,Cash,MT8378,Motorcycle,Low,No,Tuesday,Yes,1
333,1/7/23 14:30,"-40.395798,-16.22793",-40.395798,-16.22793,"87.545998,101.660836",87.545998,101.660836,1872.02270698113,207.20,Visa,PP0704,Motorcycle,Medium,No,Sunday,Yes,2
334,4/21/22 22:44,"70.231268,-89.289147",70.231268,-89.289147,"-81.466171,-25.191938",-81.466171,-25.191938,11043.7474998281,1124.37,Visa,BI8398,Sedan,High,No,Sunday,Yes,3
335,3/21/24 8:18,"-68.516488,39.31136",-68.516488,39.31136,"-72.303298,82.722194",-72.303298,82.722194,10214.0340109748,1041.40,Debit Card,CM5799,Bus,Low,Yes,Friday,Yes,3
336,5/7/22 5:53,"-86.603637,-36.746114",-86.603637,-36.746114,"85.155453,-89.870905",85.155453,-89.870905,3913.54819625416,411.35,Apple Pay,OQ2798,SUV,Low,Yes,Monday,No,1
337,8/22/22 4:00,"45.313746,163.003511",45.313746,163.003511,"-72.218116,179.314113",-72.218116,179.314113,4499.03387872906,469.90,PayPal,BN4118,Bus,Medium,No,Thursday,No,1
338,3/20/22 2:42,"-55.166794,-123.865871",-55.166794,-123.865871,"-81.478509,-61.218155",-81.478509,-61.218155,4662.90357495423,486.29,Visa,OO4912,Bus,Medium,No,Saturday,Yes,1
339,7/15/22 1:59,"54.830805,-79.361452",54.830805,-79.361452,"-52.642644,19.637802",-52.642644,19.637802,9704.57220863696,990.46,Apple Pay,VQ0161,Motorcycle,Low,Yes,Tuesday,No,2
340,5/29/23 12:30,"-7.120601,76.290777",-7.120601,76.290777,"-1.067937,-98.620518",-1.067937,-98.620518,6820.23350143536,702.02,Visa,SP8824,Motorcycle,Low,No,Wednesday,No,3
341,11/24/23 2:49,"74.397221,179.073656",74.397221,179.073656,"22.781982,177.715082",22.781982,177.715082,5180.86799122097,538.09,PayPal,VL7729,Sedan,Medium,No,Saturday,Yes,1
342,12/18/23 10:03,"-59.51379,56.832126",-59.51379,56.832126,"-23.270275,36.298837",-23.270275,36.298837,8672.04660551681,887.20,Apple Pay,ZT7304,Sedan,High,Yes,Tuesday,Yes,3
343,12/17/24 3:48,"74.156712,-8.717861",74.156712,-8.717861,"-49.239507,72.523059",-49.239507,72.523059,7374.78482492415,757.48,PayPal,VK9561,SUV,Low,Yes,Saturday,No,3
344,4/29/23 0:54,"10.405563,43.820806",10.405563,43.820806,"76.731802,-18.381439",76.731802,-18.381439,5973.91296403392,617.39,PayPal,GP2138,SUV,Medium,Yes,Sunday,Yes,3
345,12/8/23 9:08,"84.621179,-98.245324",84.621179,-98.245324,"-49.452325,140.289623",-49.452325,140.289623,11499.4335689988,1169.94,Visa,YS4287,Bus,Low,No,Thursday,No,3
346,11/26/23 4:31,"-6.919365,0.294917",-6.919365,0.294917,"32.048296,109.394441",32.048296,109.394441,5353.4311030064,555.34,Debit Card,UQ3761,Bus,High,No,Sunday,No,3
347,12/17/23 4:04,"68.233933,-146.162192",68.233933,-146.162192,"-61.27955,-65.723393",-61.27955,-65.723393,10054.3946857734,1025.44,Cash,EN0633,Bus,Medium,Yes,Saturday,No,2
348,12/26/23 4:29,"35.60739,46.887411",35.60739,46.887411,"-38.855666,164.214438",-38.855666,164.214438,6560.38781042604,676.04,Debit Card,FQ9580,Bus,Medium,No,Sunday,Yes,2
349,6/8/22 21:24,"61.881981,-152.377436",61.881981,-152.377436,"-38.162231,-123.697587",-38.162231,-123.697587,8028.80675405813,822.88,Visa,BE2853,Motorcycle,High,No,Tuesday,No,5
350,7/10/23 7:17,"45.209996,-92.351837",45.209996,-92.351837,"67.660179,-149.795867",67.660179,-149.795867,9212.49314871484,941.25,Visa,LW4752,Motorcycle,Low,Yes,Thursday,No,1
351,5/13/24 5:19,"8.75412,-136.200067",8.75412,-136.200067,"57.614685,-26.829304",57.614685,-26.829304,6912.80597327096,711.28,PayPal,GZ4653,SUV,Medium,Yes,Wednesday,No,5
352,8/8/22 17:00,"86.028285,79.530979",86.028285,79.530979,"36.629882,147.832573",36.629882,147.832573,861.084760811703,106.11,Debit Card,TE4496,Bus,Medium,Yes,Saturday,Yes,2
353,12/18/22 14:58,"51.585423,-119.635174",51.585423,-119.635174,"73.116838,-153.974487",73.116838,-153.974487,8164.24525379441,836.42,PayPal,BZ3278,Bus,Low,Yes,Wednesday,No,5
354,5/20/22 9:54,"-13.058679,-73.074025",-13.058679,-73.074025,"-46.428767,-161.483376",-46.428767,-161.483376,5837.89889738487,603.79,Visa,CR5877,Sedan,Low,Yes,Wednesday,Yes,3
355,11/9/24 21:06,"-70.585383,66.214956",-70.585383,66.214956,"-49.669303,86.357264",-49.669303,86.357264,11307.1188990238,1150.71,Visa,ZL3704,Motorcycle,Low,No,Sunday,No,5
356,3/6/23 14:55,"89.632856,-8.12652",89.632856,-8.12652,"-27.252128,174.889553",-27.252128,174.889553,6803.80182848868,700.38,Debit Card,EY6472,Motorcycle,High,Yes,Saturday,Yes,4
357,6/7/22 18:41,"60.521009,112.634499",60.521009,112.634499,"54.271212,-10.883294",54.271212,-10.883294,3014.15138530132,321.42,Debit Card,OU2706,Bus,Medium,No,Sunday,No,5
358,7/21/24 2:39,"3.3254,-175.993287",3.3254,-175.993287,"-55.305303,-120.569305",-55.305303,-120.569305,7938.13209966894,813.81,Apple Pay,XZ7382,SUV,Low,Yes,Sunday,No,5
359,2/3/23 6:08,"-73.467851,-57.122982",-73.467851,-57.122982,"64.463429,-62.169392",64.463429,-62.169392,3076.53169049085,327.65,Visa,KF8211,Bus,High,Yes,Sunday,Yes,3
360,9/16/23 15:14,"39.326291,176.488576",39.326291,176.488576,"87.074761,154.593152",87.074761,154.593152,7245.43758061322,744.54,Visa,BR4144,Sedan,Medium,No,Saturday,Yes,4
361,10/22/22 14:45,"14.459676,-149.640098",14.459676,-149.640098,"15.035753,-75.457098",15.035753,-75.457098,6691.09480359745,689.11,PayPal,KI7120,Motorcycle,High,Yes,Thursday,Yes,3
362,5/25/24 21:05,"-66.395642,-90.124062",-66.395642,-90.124062,"-34.060728,-165.371719",-34.060728,-165.371719,1625.3571366674,182.54,Cash,MJ0461,Sedan,Medium,Yes,Thursday,Yes,5
363,1/2/23 10:27,"-24.534498,-68.617181",-24.534498,-68.617181,"-19.354514,-41.975899",-19.354514,-41.975899,3188.59711229512,338.86,Cash,BI8580,Sedan,Medium,No,Wednesday,Yes,5
364,6/27/24 13:44,"84.423672,-174.234104",84.423672,-174.234104,"57.398464,177.088074",57.398464,177.088074,6425.15151808833,662.52,Cash,WP6012,SUV,Low,Yes,Saturday,No,5
365,6/22/22 14:49,"-34.506797,-69.904198",-34.506797,-69.904198,"20.971846,83.71033",20.971846,83.71033,3356.05383481673,355.61,Debit Card,RP2822,Motorcycle,Low,No,Thursday,No,4
366,11/23/24 23:42,"-6.051975,31.366927",-6.051975,31.366927,"61.70303,-68.247019",61.70303,-68.247019,8766.88522476288,896.69,PayPal,MD7530,SUV,Medium,No,Tuesday,No,5
367,4/17/23 1:18,"-13.546996,-135.539927",-13.546996,-135.539927,"50.998508,-102.27621",50.998508,-102.27621,2652.52494636076,285.25,Debit Card,KC6271,Bus,Low,No,Sunday,Yes,5
368,9/21/24 20:43,"1.561372,-171.890099",1.561372,-171.890099,"3.297405,-120.904394",3.297405,-120.904394,3901.63756512929,410.16,Cash,QP0120,SUV,High,No,Saturday,No,3
369,8/24/23 1:53,"-46.786042,130.480513",-46.786042,130.480513,"-49.63727,107.266339",-49.63727,107.266339,6796.70864698069,699.67,Cash,QK5867,Sedan,Medium,Yes,Wednesday,Yes,5
370,12/15/22 9:50,"-18.373641,35.516525",-18.373641,35.516525,"-24.802508,-30.515609",-24.802508,-30.515609,3742.45042369598,394.25,Visa,WX9929,Bus,Medium,No,Tuesday,Yes,2
371,8/27/23 20:41,"-84.047364,96.541069",-84.047364,96.541069,"60.942536,-14.282675",60.942536,-14.282675,11910.3540495988,1211.04,Visa,SV2967,Sedan,High,No,Sunday,No,4
372,3/23/23 22:38,"-9.90224,-155.646518",-9.90224,-155.646518,"69.106678,-75.671712",69.106678,-75.671712,2520.69324563348,272.07,PayPal,LO3425,SUV,Medium,Yes,Friday,Yes,2
373,8/16/22 8:14,"22.0353,-10.768417",22.0353,-10.768417,"83.255377,158.135081",83.255377,158.135081,5552.76493369888,575.28,Cash,FX4141,Bus,High,No,Saturday,Yes,4
374,10/30/23 15:12,"11.326322,152.321426",11.326322,152.321426,"21.50243,50.291177",21.50243,50.291177,9124.28282523265,932.43,Apple Pay,NG3862,Motorcycle,High,Yes,Monday,No,5
375,2/25/23 11:01,"-48.799884,1.414799",-48.799884,1.414799,"21.23627,46.511057",21.23627,46.511057,3784.39826340378,398.44,Debit Card,PC0844,Bus,Low,Yes,Friday,Yes,3
376,10/15/22 8:51,"-67.418926,-51.142107",-67.418926,-51.142107,"87.326889,-57.864103",87.326889,-57.864103,4048.21892405203,424.82,Debit Card,KC7246,SUV,Low,No,Saturday,Yes,4
377,9/26/23 4:53,"79.920254,-19.801403",79.920254,-19.801403,"85.716396,-179.089944",85.716396,-179.089944,7627.8095970783,782.78,Debit Card,OJ5282,Bus,Medium,No,Tuesday,Yes,1
378,4/1/22 23:30,"-59.357193,-49.943143",-59.357193,-49.943143,"46.745058,-167.374698",46.745058,-167.374698,4645.65494391973,484.57,Debit Card,NB4050,Motorcycle,High,No,Tuesday,Yes,5
379,8/19/22 12:55,"-32.726402,-156.746995",-32.726402,-156.746995,"-21.427882,-18.357471",-21.427882,-18.357471,8564.2259565272,876.42,Debit Card,VF4146,Motorcycle,Low,Yes,Wednesday,Yes,4
380,9/7/22 5:59,"25.255096,-97.786325",25.255096,-97.786325,"87.41496,-160.544243",87.41496,-160.544243,7748.01877865545,794.80,Cash,CT7329,Motorcycle,High,Yes,Sunday,Yes,2
381,1/28/23 22:38,"8.286676,-122.619407",8.286676,-122.619407,"-70.896133,112.523214",-70.896133,112.523214,4541.57488608106,474.16,Debit Card,RX6668,Motorcycle,Medium,No,Saturday,Yes,5
382,2/25/23 5:45,"-25.262874,18.53769",-25.262874,18.53769,"-46.770201,-61.544524",-46.770201,-61.544524,3185.38313330507,338.54,Debit Card,RL9076,Motorcycle,Medium,Yes,Friday,Yes,3
383,10/8/24 13:13,"-87.556661,90.59572",-87.556661,90.59572,"-13.409592,-16.813712",-13.409592,-16.813712,12309.8033079404,1250.98,Apple Pay,NP0371,Sedan,Low,No,Wednesday,No,3
384,11/5/23 10:19,"29.491457,-38.28445",29.491457,-38.28445,"-38.880895,-10.971292",-38.880895,-10.971292,5017.64674701958,521.76,PayPal,RN9382,SUV,High,No,Sunday,No,4
385,12/18/24 5:16,"-64.215378,94.635739",-64.215378,94.635739,"-7.889239,-10.834227",-7.889239,-10.834227,10975.7191800546,1117.57,Apple Pay,GQ7631,Sedan,Low,Yes,Thursday,Yes,5
386,5/6/22 11:48,"83.724203,-119.228488",83.724203,-119.228488,"37.953732,-8.873219",37.953732,-8.873219,10688.3610844829,1088.84,Debit Card,LZ4978,SUV,High,No,Thursday,No,5
387,2/18/24 2:58,"85.997393,-65.550538",85.997393,-65.550538,"-41.369277,20.793353",-41.369277,20.793353,10603.6527927895,1080.37,Cash,QX9707,SUV,Low,No,Saturday,No,4
388,8/16/23 4:31,"-43.544291,-48.963746",-43.544291,-48.963746,"-18.052445,66.587909",-18.052445,66.587909,3846.00437009955,404.60,Visa,KT7949,SUV,Medium,No,Tuesday,No,2
389,2/7/24 12:05,"-62.198131,-64.307916",-62.198131,-64.307916,"-13.368342,-29.312135",-13.368342,-29.312135,515.230262302261,71.52,Apple Pay,EJ8049,Bus,Medium,Yes,Monday,Yes,1
390,2/9/23 17:57,"70.590169,-78.878657",70.590169,-78.878657,"29.786868,-96.077055",29.786868,-96.077055,11357.3720046154,1155.74,Apple Pay,YR2606,Sedan,High,No,Sunday,No,4
391,6/1/24 4:43,"59.220753,66.143964",59.220753,66.143964,"51.500804,-150.817431",51.500804,-150.817431,3699.37830639641,389.94,PayPal,YQ0569,Sedan,High,No,Wednesday,No,5
392,1/25/23 7:33,"-88.886612,-145.814247",-88.886612,-145.814247,"67.380679,-109.866761",67.380679,-109.866761,3779.78721846047,397.98,Apple Pay,CO8101,Bus,Medium,Yes,Wednesday,Yes,4
393,2/1/24 23:39,"72.062099,97.307033",72.062099,97.307033,"33.820336,56.764999",33.820336,56.764999,1715.36947190355,191.54,Debit Card,JM7551,Bus,High,No,Wednesday,Yes,3
394,2/4/22 0:44,"-61.862494,-109.11903",-61.862494,-109.11903,"-7.88596,18.558364",-7.88596,18.558364,3177.27693374132,337.73,Debit Card,PJ4082,Sedan,Low,Yes,Monday,No,3
395,5/29/22 14:20,"-80.135452,1.288991",-80.135452,1.288991,"34.121611,-98.292811",34.121611,-98.292811,6765.62037065543,696.56,Debit Card,CB0406,Bus,High,Yes,Sunday,No,1
396,9/29/24 10:45,"87.092768,166.309566",87.092768,166.309566,"89.3422,-50.241144",89.3422,-50.241144,5120.41958598891,532.04,PayPal,QY3797,Bus,High,Yes,Wednesday,No,3
397,4/28/22 18:31,"-53.784787,77.26426",-53.784787,77.26426,"79.441097,45.130799",79.441097,45.130799,9175.76682913467,937.58,Visa,NG7947,SUV,Low,Yes,Monday,Yes,2
398,8/14/24 6:15,"-25.815353,110.460919",-25.815353,110.460919,"-38.112543,88.401043",-38.112543,88.401043,7100.02523663164,730.00,Debit Card,UX7526,Bus,High,Yes,Sunday,No,2
399,10/6/22 19:19,"19.467032,168.318",19.467032,168.318,"45.946195,-126.029144",45.946195,-126.029144,757.680444465922,95.77,PayPal,RF4112,Sedan,High,No,Monday,No,3
400,4/20/24 12:05,"-25.379002,-47.863198",-25.379002,-47.863198,"-27.354235,-82.293426",-27.354235,-82.293426,3333.15691294068,353.32,Apple Pay,KL1264,Sedan,High,No,Sunday,Yes,3
401,12/2/23 8:52,"38.210254,-176.789061",38.210254,-176.789061,"-26.586408,46.579096",-26.586408,46.579096,7267.66419104385,746.77,Visa,EP9348,SUV,Medium,Yes,Tuesday,Yes,3
402,8/3/22 22:17,"63.73817,-41.473028",63.73817,-41.473028,"45.715932,101.889935",45.715932,101.889935,7888.47770986367,808.85,Debit Card,MU7928,SUV,High,No,Sunday,Yes,1
403,6/27/22 5:03,"73.000875,-1.344966",73.000875,-1.344966,"70.210895,90.741829",70.210895,90.741829,5213.2458382397,541.32,PayPal,IZ0581,Bus,Low,Yes,Friday,No,1
404,2/7/24 18:51,"46.780862,-179.238654",46.780862,-179.238654,"-76.741801,-169.902079",-76.741801,-169.902079,6107.65683401309,630.77,Cash,ZN5797,SUV,High,Yes,Wednesday,No,4
405,10/3/23 22:11,"64.004584,-41.131892",64.004584,-41.131892,"32.833989,54.681353",32.833989,54.681353,7362.25378837963,756.23,PayPal,SF4135,Sedan,High,No,Saturday,Yes,1
406,4/2/24 10:41,"0.700414,165.086855",0.700414,165.086855,"-63.438666,88.300905",-63.438666,88.300905,2164.58250930982,236.46,Debit Card,BN2658,Bus,Low,No,Sunday,No,4
407,12/25/23 1:42,"3.626811,106.039564",3.626811,106.039564,"-41.945903,-72.00513",-41.945903,-72.00513,6926.72445149327,712.67,Visa,TE9445,SUV,Low,No,Monday,Yes,5
408,1/3/22 21:11,"-54.979126,-3.661898",-54.979126,-3.661898,"-39.073224,-67.894966",-39.073224,-67.894966,3893.90821904664,409.39,Visa,TF6526,Motorcycle,Low,No,Wednesday,No,3
